ID операции;Дата;Адрес магазина;Район магазина;Артикул;Название товара;Отдел товара;Количество упаковок, шт.;Операция;Цена руб./шт.
693;02.06.2021;пл. Революции, 1;Октябрьский;14;Творожок детский сладкий;Молоко;180;Поступление;30
694;02.06.2021;пл. Революции, 1;Октябрьский;14;Творожок детский сладкий;Молоко;250;Продажа;30
695;02.06.2021;пл. Революции, 1;Октябрьский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
696;02.06.2021;пл. Революции, 1;Октябрьский;16;Масло сливочное крестьянское;Молоко;240;Продажа;90
697;02.06.2021;Луговая, 21;Заречный;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
698;02.06.2021;Луговая, 21;Заречный;1;Молоко ультрапастеризованное;Молоко;96;Продажа;57
699;02.06.2021;Луговая, 21;Заречный;3;Молоко детское с 8 месяцев;Молоко;170;Поступление;35
700;02.06.2021;Луговая, 21;Заречный;3;Молоко детское с 8 месяцев;Молоко;128;Продажа;35
701;02.06.2021;Луговая, 21;Заречный;7;Сливки 10%;Молоко;180;Поступление;38
702;02.06.2021;Луговая, 21;Заречный;7;Сливки 10%;Молоко;48;Продажа;38
703;02.06.2021;Луговая, 21;Заречный;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
704;02.06.2021;Луговая, 21;Заречный;8;Сливки 35% для взбивания;Молоко;29;Продажа;220
705;02.06.2021;Луговая, 21;Заречный;14;Творожок детский сладкий;Молоко;170;Поступление;30
706;02.06.2021;Луговая, 21;Заречный;14;Творожок детский сладкий;Молоко;120;Продажа;30
707;02.06.2021;Луговая, 21;Заречный;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
708;02.06.2021;Луговая, 21;Заречный;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
709;02.06.2021;Мартеновская, 2;Первомайский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
710;02.06.2021;Мартеновская, 2;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
711;02.06.2021;Мартеновская, 2;Первомайский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
712;02.06.2021;Мартеновская, 2;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
713;02.06.2021;Мартеновская, 2;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
714;02.06.2021;Мартеновская, 2;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
715;02.06.2021;Мартеновская, 2;Первомайский;8;Сливки 35% для взбивания;Молоко;170;Поступление;220
716;02.06.2021;Мартеновская, 2;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
717;02.06.2021;Мартеновская, 2;Первомайский;14;Творожок детский сладкий;Молоко;180;Поступление;30
718;02.06.2021;Мартеновская, 2;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
719;02.06.2021;Мартеновская, 2;Первомайский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
720;02.06.2021;Мартеновская, 2;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
721;02.06.2021;Мартеновская, 36;Первомайский;1;Молоко ультрапастеризованное;Молоко;170;Поступление;57
722;02.06.2021;Мартеновская, 36;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
723;02.06.2021;Мартеновская, 36;Первомайский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
724;02.06.2021;Мартеновская, 36;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
725;02.06.2021;Мартеновская, 36;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
726;02.06.2021;Мартеновская, 36;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
727;02.06.2021;Мартеновская, 36;Первомайский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
728;02.06.2021;Мартеновская, 36;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
729;02.06.2021;Мартеновская, 36;Первомайский;14;Творожок детский сладкий;Молоко;180;Поступление;30
730;02.06.2021;Мартеновская, 36;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
731;02.06.2021;Мартеновская, 36;Первомайский;16;Масло сливочное крестьянское;Молоко;170;Поступление;90
732;02.06.2021;Мартеновская, 36;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
733;02.06.2021;Элеваторная, 15;Заречный;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
734;02.06.2021;Элеваторная, 15;Заречный;1;Молоко ультрапастеризованное;Молоко;96;Продажа;57
735;02.06.2021;Элеваторная, 15;Заречный;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
736;02.06.2021;Элеваторная, 15;Заречный;3;Молоко детское с 8 месяцев;Молоко;128;Продажа;35
737;02.06.2021;Элеваторная, 15;Заречный;7;Сливки 10%;Молоко;170;Поступление;38
738;02.06.2021;Элеваторная, 15;Заречный;7;Сливки 10%;Молоко;48;Продажа;38
739;02.06.2021;Элеваторная, 15;Заречный;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
740;02.06.2021;Элеваторная, 15;Заречный;8;Сливки 35% для взбивания;Молоко;29;Продажа;220
741;02.06.2021;Элеваторная, 15;Заречный;14;Творожок детский сладкий;Молоко;180;Поступление;30
742;02.06.2021;Элеваторная, 15;Заречный;14;Творожок детский сладкий;Молоко;120;Продажа;30
743;02.06.2021;Элеваторная, 15;Заречный;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
744;02.06.2021;Элеваторная, 15;Заречный;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
745;02.06.2021;Пушкинская, 8;Октябрьский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
746;02.06.2021;Пушкинская, 8;Октябрьский;1;Молоко ультрапастеризованное;Молоко;192;Продажа;57
747;02.06.2021;Пушкинская, 8;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;170;Поступление;35
748;02.06.2021;Пушкинская, 8;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;192;Продажа;35
749;02.06.2021;Пушкинская, 8;Октябрьский;7;Сливки 10%;Молоко;180;Поступление;38
750;02.06.2021;Пушкинская, 8;Октябрьский;7;Сливки 10%;Молоко;80;Продажа;38
751;02.06.2021;Пушкинская, 8;Октябрьский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
752;02.06.2021;Пушкинская, 8;Октябрьский;8;Сливки 35% для взбивания;Молоко;48;Продажа;220
753;02.06.2021;Пушкинская, 8;Октябрьский;14;Творожок детский сладкий;Молоко;170;Поступление;30
754;02.06.2021;Пушкинская, 8;Октябрьский;14;Творожок детский сладкий;Молоко;240;Продажа;30
755;02.06.2021;Пушкинская, 8;Октябрьский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
756;02.06.2021;Пушкинская, 8;Октябрьский;16;Масло сливочное крестьянское;Молоко;230;Продажа;90
757;02.06.2021;ул. Металлургов. 29;Первомайский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
758;02.06.2021;ул. Металлургов. 29;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
759;02.06.2021;ул. Металлургов. 29;Первомайский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
760;02.06.2021;ул. Металлургов. 29;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
761;02.06.2021;ул. Металлургов. 29;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
762;02.06.2021;ул. Металлургов. 29;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
763;02.06.2021;ул. Металлургов. 29;Первомайский;8;Сливки 35% для взбивания;Молоко;170;Поступление;220
764;02.06.2021;ул. Металлургов. 29;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
765;02.06.2021;ул. Металлургов. 29;Первомайский;14;Творожок детский сладкий;Молоко;180;Поступление;30
766;02.06.2021;ул. Металлургов. 29;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
767;02.06.2021;ул. Металлургов. 29;Первомайский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
768;02.06.2021;ул. Металлургов. 29;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
769;02.06.2021;ул. Металлургов, 12;Первомайский;1;Молоко ультрапастеризованное;Молоко;170;Поступление;57
770;02.06.2021;ул. Металлургов, 12;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
771;02.06.2021;ул. Металлургов, 12;Первомайский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
772;02.06.2021;ул. Металлургов, 12;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
773;02.06.2021;ул. Металлургов, 12;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
774;02.06.2021;ул. Металлургов, 12;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
775;02.06.2021;ул. Металлургов, 12;Первомайский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
776;02.06.2021;ул. Металлургов, 12;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
777;02.06.2021;ул. Металлургов, 12;Первомайский;14;Творожок детский сладкий;Молоко;180;Поступление;30
778;02.06.2021;ул. Металлургов, 12;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
779;02.06.2021;ул. Металлургов, 12;Первомайский;16;Масло сливочное крестьянское;Молоко;170;Поступление;90
780;02.06.2021;ул. Металлургов, 12;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
781;02.06.2021;Колхозная, 11;Заречный;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
782;02.06.2021;Колхозная, 11;Заречный;1;Молоко ультрапастеризованное;Молоко;96;Продажа;57
783;02.06.2021;Колхозная, 11;Заречный;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
784;02.06.2021;Колхозная, 11;Заречный;3;Молоко детское с 8 месяцев;Молоко;128;Продажа;35
785;02.06.2021;Колхозная, 11;Заречный;7;Сливки 10%;Молоко;170;Поступление;38
786;02.06.2021;Колхозная, 11;Заречный;7;Сливки 10%;Молоко;48;Продажа;38
787;02.06.2021;Колхозная, 11;Заречный;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
788;02.06.2021;Колхозная, 11;Заречный;8;Сливки 35% для взбивания;Молоко;29;Продажа;220
789;02.06.2021;Колхозная, 11;Заречный;14;Творожок детский сладкий;Молоко;180;Поступление;30
790;02.06.2021;Колхозная, 11;Заречный;14;Творожок детский сладкий;Молоко;120;Продажа;30
791;02.06.2021;Колхозная, 11;Заречный;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
792;02.06.2021;Колхозная, 11;Заречный;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
793;02.06.2021;Заводская, 22;Первомайский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
794;02.06.2021;Заводская, 22;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
795;02.06.2021;Заводская, 22;Первомайский;3;Молоко детское с 8 месяцев;Молоко;170;Поступление;35
796;02.06.2021;Заводская, 22;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
797;02.06.2021;Заводская, 22;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
798;02.06.2021;Заводская, 22;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
799;02.06.2021;Заводская, 22;Первомайский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
800;02.06.2021;Заводская, 22;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
801;02.06.2021;Заводская, 22;Первомайский;14;Творожок детский сладкий;Молоко;170;Поступление;30
802;02.06.2021;Заводская, 22;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
803;02.06.2021;Заводская, 22;Первомайский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
804;02.06.2021;Заводская, 22;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
805;02.06.2021;ул. Гагарина, 17;Октябрьский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
806;02.06.2021;ул. Гагарина, 17;Октябрьский;1;Молоко ультрапастеризованное;Молоко;192;Продажа;57
807;02.06.2021;ул. Гагарина, 17;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
808;02.06.2021;ул. Гагарина, 17;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;192;Продажа;35
809;02.06.2021;ул. Гагарина, 17;Октябрьский;7;Сливки 10%;Молоко;180;Поступление;38
810;02.06.2021;ул. Гагарина, 17;Октябрьский;7;Сливки 10%;Молоко;80;Продажа;38
811;02.06.2021;ул. Гагарина, 17;Октябрьский;8;Сливки 35% для взбивания;Молоко;170;Поступление;220
812;02.06.2021;ул. Гагарина, 17;Октябрьский;8;Сливки 35% для взбивания;Молоко;48;Продажа;220
813;02.06.2021;ул. Гагарина, 17;Октябрьский;14;Творожок детский сладкий;Молоко;180;Поступление;30
814;02.06.2021;ул. Гагарина, 17;Октябрьский;14;Творожок детский сладкий;Молоко;242;Продажа;30
815;02.06.2021;ул. Гагарина, 17;Октябрьский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
816;02.06.2021;ул. Гагарина, 17;Октябрьский;16;Масло сливочное крестьянское;Молоко;240;Продажа;90
817;02.06.2021;просп. Мира, 10;Октябрьский;1;Молоко ультрапастеризованное;Молоко;170;Поступление;57
818;02.06.2021;просп. Мира, 10;Октябрьский;1;Молоко ультрапастеризованное;Молоко;192;Продажа;57
819;02.06.2021;просп. Мира, 10;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
820;02.06.2021;просп. Мира, 10;Октябрьский;3;Молоко детское с 8 месяцев;Молоко;192;Продажа;35
821;02.06.2021;просп. Мира, 10;Октябрьский;7;Сливки 10%;Молоко;180;Поступление;38
822;02.06.2021;просп. Мира, 10;Октябрьский;7;Сливки 10%;Молоко;80;Продажа;38
823;02.06.2021;просп. Мира, 10;Октябрьский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
824;02.06.2021;просп. Мира, 10;Октябрьский;8;Сливки 35% для взбивания;Молоко;48;Продажа;220
825;02.06.2021;просп. Мира, 10;Октябрьский;14;Творожок детский сладкий;Молоко;180;Поступление;30
826;02.06.2021;просп. Мира, 10;Октябрьский;14;Творожок детский сладкий;Молоко;240;Продажа;30
827;02.06.2021;просп. Мира, 10;Октябрьский;16;Масло сливочное крестьянское;Молоко;170;Поступление;90
828;02.06.2021;просп. Мира, 10;Октябрьский;16;Масло сливочное крестьянское;Молоко;238;Продажа;90
829;02.06.2021;Заводская, 3;Первомайский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
830;02.06.2021;Заводская, 3;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
831;02.06.2021;Заводская, 3;Первомайский;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
832;02.06.2021;Заводская, 3;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
833;02.06.2021;Заводская, 3;Первомайский;7;Сливки 10%;Молоко;170;Поступление;38
834;02.06.2021;Заводская, 3;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
835;02.06.2021;Заводская, 3;Первомайский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
836;02.06.2021;Заводская, 3;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
837;02.06.2021;Заводская, 3;Первомайский;14;Творожок детский сладкий;Молоко;180;Поступление;30
838;02.06.2021;Заводская, 3;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
839;02.06.2021;Заводская, 3;Первомайский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
840;02.06.2021;Заводская, 3;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
841;02.06.2021;ул. Сталеваров, 14;Первомайский;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
842;02.06.2021;ул. Сталеваров, 14;Первомайский;1;Молоко ультрапастеризованное;Молоко;144;Продажа;57
843;02.06.2021;ул. Сталеваров, 14;Первомайский;3;Молоко детское с 8 месяцев;Молоко;170;Поступление;35
844;02.06.2021;ул. Сталеваров, 14;Первомайский;3;Молоко детское с 8 месяцев;Молоко;160;Продажа;35
845;02.06.2021;ул. Сталеваров, 14;Первомайский;7;Сливки 10%;Молоко;180;Поступление;38
846;02.06.2021;ул. Сталеваров, 14;Первомайский;7;Сливки 10%;Молоко;80;Продажа;38
847;02.06.2021;ул. Сталеваров, 14;Первомайский;8;Сливки 35% для взбивания;Молоко;180;Поступление;220
848;02.06.2021;ул. Сталеваров, 14;Первомайский;8;Сливки 35% для взбивания;Молоко;39;Продажа;220
849;02.06.2021;ул. Сталеваров, 14;Первомайский;14;Творожок детский сладкий;Молоко;170;Поступление;30
850;02.06.2021;ул. Сталеваров, 14;Первомайский;14;Творожок детский сладкий;Молоко;200;Продажа;30
851;02.06.2021;ул. Сталеваров, 14;Первомайский;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
852;02.06.2021;ул. Сталеваров, 14;Первомайский;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
853;02.06.2021;Прибрежная, 7;Заречный;1;Молоко ультрапастеризованное;Молоко;180;Поступление;57
854;02.06.2021;Прибрежная, 7;Заречный;1;Молоко ультрапастеризованное;Молоко;96;Продажа;57
855;02.06.2021;Прибрежная, 7;Заречный;3;Молоко детское с 8 месяцев;Молоко;180;Поступление;35
856;02.06.2021;Прибрежная, 7;Заречный;3;Молоко детское с 8 месяцев;Молоко;128;Продажа;35
857;02.06.2021;Прибрежная, 7;Заречный;7;Сливки 10%;Молоко;180;Поступление;38
858;02.06.2021;Прибрежная, 7;Заречный;7;Сливки 10%;Молоко;48;Продажа;38
859;02.06.2021;Прибрежная, 7;Заречный;8;Сливки 35% для взбивания;Молоко;170;Поступление;220
860;02.06.2021;Прибрежная, 7;Заречный;8;Сливки 35% для взбивания;Молоко;29;Продажа;220
861;02.06.2021;Прибрежная, 7;Заречный;14;Творожок детский сладкий;Молоко;180;Поступление;30
862;02.06.2021;Прибрежная, 7;Заречный;14;Творожок детский сладкий;Молоко;120;Продажа;30
863;02.06.2021;Прибрежная, 7;Заречный;16;Масло сливочное крестьянское;Молоко;180;Поступление;90
864;02.06.2021;Прибрежная, 7;Заречный;16;Масло сливочное крестьянское;Молоко;160;Продажа;90
865;03.06.2021;просп. Мира, 45;Октябрьский;17;Крупа гречневая ядрица;Бакалея;170;Поступление;95
866;03.06.2021;просп. Мира, 45;Октябрьский;17;Крупа гречневая ядрица;Бакалея;85;Продажа;95
867;03.06.2021;просп. Мира, 45;Октябрьский;19;Крупа пшено;Бакалея;180;Поступление;90
868;03.06.2021;просп. Мира, 45;Октябрьский;19;Крупа пшено;Бакалея;50;Продажа;90
869;03.06.2021;просп. Мира, 45;Октябрьский;20;Крупа перловая;Бакалея;180;Поступление;80
870;03.06.2021;просп. Мира, 45;Октябрьский;20;Крупа перловая;Бакалея;35;Продажа;80
871;03.06.2021;просп. Мира, 45;Октябрьский;21;Рис круглозерный;Бакалея;180;Поступление;105
872;03.06.2021;просп. Мира, 45;Октябрьский;21;Рис круглозерный;Бакалея;95;Продажа;105
873;03.06.2021;просп. Мира, 45;Октябрьский;22;Рис длиннозерный;Бакалея;180;Поступление;115
874;03.06.2021;просп. Мира, 45;Октябрьский;22;Рис длиннозерный;Бакалея;98;Продажа;115
875;03.06.2021;просп. Мира, 45;Октябрьский;23;Бурый рис;Бакалея;170;Поступление;120
876;03.06.2021;просп. Мира, 45;Октябрьский;23;Бурый рис;Бакалея;47;Продажа;120
877;03.06.2021;просп. Мира, 45;Октябрьский;35;Горох желтый колотый;Бакалея;180;Поступление;55
878;03.06.2021;просп. Мира, 45;Октябрьский;35;Горох желтый колотый;Бакалея;34;Продажа;55
879;03.06.2021;просп. Мира, 45;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
880;03.06.2021;просп. Мира, 45;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;85;Продажа;50
881;03.06.2021;просп. Мира, 45;Октябрьский;38;Хлопья 4 злака;Бакалея;170;Поступление;70
882;03.06.2021;просп. Мира, 45;Октябрьский;38;Хлопья 4 злака;Бакалея;100;Продажа;70
883;03.06.2021;просп. Мира, 45;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
884;03.06.2021;просп. Мира, 45;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;144;Продажа;95
885;03.06.2021;просп. Мира, 45;Октябрьский;40;Соль каменная помол №1;Бакалея;180;Поступление;15
886;03.06.2021;просп. Мира, 45;Октябрьский;40;Соль каменная помол №1;Бакалея;23;Продажа;15
887;03.06.2021;просп. Мира, 45;Октябрьский;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
888;03.06.2021;просп. Мира, 45;Октябрьский;41;Соль поваренная Экстра;Бакалея;44;Продажа;35
889;03.06.2021;просп. Мира, 45;Октябрьский;42;Крахмал картофельный;Бакалея;180;Поступление;90
890;03.06.2021;просп. Мира, 45;Октябрьский;42;Крахмал картофельный;Бакалея;35;Продажа;90
891;03.06.2021;просп. Мира, 45;Октябрьский;43;Сода пищевая;Бакалея;170;Поступление;40
892;03.06.2021;просп. Мира, 45;Октябрьский;43;Сода пищевая;Бакалея;24;Продажа;40
893;03.06.2021;пл. Революции, 1;Октябрьский;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
894;03.06.2021;пл. Революции, 1;Октябрьский;17;Крупа гречневая ядрица;Бакалея;91;Продажа;95
895;03.06.2021;пл. Революции, 1;Октябрьский;19;Крупа пшено;Бакалея;180;Поступление;90
896;03.06.2021;пл. Революции, 1;Октябрьский;19;Крупа пшено;Бакалея;51;Продажа;90
897;03.06.2021;пл. Революции, 1;Октябрьский;20;Крупа перловая;Бакалея;170;Поступление;80
898;03.06.2021;пл. Революции, 1;Октябрьский;20;Крупа перловая;Бакалея;48;Продажа;80
899;03.06.2021;пл. Революции, 1;Октябрьский;21;Рис круглозерный;Бакалея;180;Поступление;105
900;03.06.2021;пл. Революции, 1;Октябрьский;21;Рис круглозерный;Бакалея;84;Продажа;105
901;03.06.2021;пл. Революции, 1;Октябрьский;22;Рис длиннозерный;Бакалея;180;Поступление;115
902;03.06.2021;пл. Революции, 1;Октябрьский;22;Рис длиннозерный;Бакалея;96;Продажа;115
903;03.06.2021;пл. Революции, 1;Октябрьский;23;Бурый рис;Бакалея;180;Поступление;120
904;03.06.2021;пл. Революции, 1;Октябрьский;23;Бурый рис;Бакалея;47;Продажа;120
905;03.06.2021;пл. Революции, 1;Октябрьский;35;Горох желтый колотый;Бакалея;180;Поступление;55
906;03.06.2021;пл. Революции, 1;Октябрьский;35;Горох желтый колотый;Бакалея;34;Продажа;55
907;03.06.2021;пл. Революции, 1;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;170;Поступление;50
908;03.06.2021;пл. Революции, 1;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;120;Продажа;50
909;03.06.2021;пл. Революции, 1;Октябрьский;38;Хлопья 4 злака;Бакалея;180;Поступление;70
910;03.06.2021;пл. Революции, 1;Октябрьский;38;Хлопья 4 злака;Бакалея;114;Продажа;70
911;03.06.2021;пл. Революции, 1;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
912;03.06.2021;пл. Революции, 1;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;135;Продажа;95
913;03.06.2021;пл. Революции, 1;Октябрьский;40;Соль каменная помол №1;Бакалея;170;Поступление;15
914;03.06.2021;пл. Революции, 1;Октябрьский;40;Соль каменная помол №1;Бакалея;20;Продажа;15
915;03.06.2021;пл. Революции, 1;Октябрьский;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
916;03.06.2021;пл. Революции, 1;Октябрьский;41;Соль поваренная Экстра;Бакалея;42;Продажа;35
917;03.06.2021;пл. Революции, 1;Октябрьский;42;Крахмал картофельный;Бакалея;180;Поступление;90
918;03.06.2021;пл. Революции, 1;Октябрьский;42;Крахмал картофельный;Бакалея;26;Продажа;90
919;03.06.2021;пл. Революции, 1;Октябрьский;43;Сода пищевая;Бакалея;180;Поступление;40
920;03.06.2021;пл. Революции, 1;Октябрьский;43;Сода пищевая;Бакалея;28;Продажа;40
921;03.06.2021;Луговая, 21;Заречный;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
922;03.06.2021;Луговая, 21;Заречный;17;Крупа гречневая ядрица;Бакалея;71;Продажа;95
923;03.06.2021;Луговая, 21;Заречный;19;Крупа пшено;Бакалея;170;Поступление;90
924;03.06.2021;Луговая, 21;Заречный;19;Крупа пшено;Бакалея;42;Продажа;90
925;03.06.2021;Луговая, 21;Заречный;20;Крупа перловая;Бакалея;180;Поступление;80
926;03.06.2021;Луговая, 21;Заречный;20;Крупа перловая;Бакалея;52;Продажа;80
927;03.06.2021;Луговая, 21;Заречный;21;Рис круглозерный;Бакалея;180;Поступление;105
928;03.06.2021;Луговая, 21;Заречный;21;Рис круглозерный;Бакалея;64;Продажа;105
929;03.06.2021;Луговая, 21;Заречный;22;Рис длиннозерный;Бакалея;170;Поступление;115
930;03.06.2021;Луговая, 21;Заречный;22;Рис длиннозерный;Бакалея;57;Продажа;115
931;03.06.2021;Луговая, 21;Заречный;23;Бурый рис;Бакалея;180;Поступление;120
932;03.06.2021;Луговая, 21;Заречный;23;Бурый рис;Бакалея;14;Продажа;120
933;03.06.2021;Луговая, 21;Заречный;35;Горох желтый колотый;Бакалея;180;Поступление;55
934;03.06.2021;Луговая, 21;Заречный;35;Горох желтый колотый;Бакалея;55;Продажа;55
935;03.06.2021;Луговая, 21;Заречный;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
936;03.06.2021;Луговая, 21;Заречный;37;Хлопья овсяные Геркулес;Бакалея;138;Продажа;50
937;03.06.2021;Луговая, 21;Заречный;38;Хлопья 4 злака;Бакалея;180;Поступление;70
938;03.06.2021;Луговая, 21;Заречный;38;Хлопья 4 злака;Бакалея;115;Продажа;70
939;03.06.2021;Луговая, 21;Заречный;39;Кукурузные хлопья с сахаром;Бакалея;170;Поступление;95
940;03.06.2021;Луговая, 21;Заречный;39;Кукурузные хлопья с сахаром;Бакалея;107;Продажа;95
941;03.06.2021;Луговая, 21;Заречный;40;Соль каменная помол №1;Бакалея;180;Поступление;15
942;03.06.2021;Луговая, 21;Заречный;40;Соль каменная помол №1;Бакалея;45;Продажа;15
943;03.06.2021;Луговая, 21;Заречный;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
944;03.06.2021;Луговая, 21;Заречный;41;Соль поваренная Экстра;Бакалея;12;Продажа;35
945;03.06.2021;Луговая, 21;Заречный;42;Крахмал картофельный;Бакалея;170;Поступление;90
946;03.06.2021;Луговая, 21;Заречный;42;Крахмал картофельный;Бакалея;18;Продажа;90
947;03.06.2021;Луговая, 21;Заречный;43;Сода пищевая;Бакалея;180;Поступление;40
948;03.06.2021;Луговая, 21;Заречный;43;Сода пищевая;Бакалея;21;Продажа;40
949;03.06.2021;Мартеновская, 2;Первомайский;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
950;03.06.2021;Мартеновская, 2;Первомайский;17;Крупа гречневая ядрица;Бакалея;88;Продажа;95
951;03.06.2021;Мартеновская, 2;Первомайский;19;Крупа пшено;Бакалея;180;Поступление;90
952;03.06.2021;Мартеновская, 2;Первомайский;19;Крупа пшено;Бакалея;57;Продажа;90
953;03.06.2021;Мартеновская, 2;Первомайский;20;Крупа перловая;Бакалея;180;Поступление;80
954;03.06.2021;Мартеновская, 2;Первомайский;20;Крупа перловая;Бакалея;58;Продажа;80
